title,Location,details,Price,Description
"
4 bedroom house for sale in vipingo
,
4 Bedroom Maisonette plus Sq in Vipingo beach
","
Vipingo beach, vipingo, Kilifi North
","
4
","
KSh 75,000,000
","
4 Bedroom Maisonette plus Sq in Vipingo beach
,
4 bedroom house for sale in vipingo
"
"
4 bedroom house for sale in Runda
,
Runda 4 bedroom mansion for sale
","
Runda, Westlands
","
4
","
KSh 73,000,000
","
Runda 4 bedroom mansion for sale
,
4 bedroom house for sale in Runda
"
"
3 bedroom villa for sale in Athi River Area
,
Paradise Park Estate Bungalow- Athi River
","
Athi River Area, Athi River
","
107 m²
,
3
","
KSh 8,500,000
","
Paradise Park Estate Bungalow- Athi River
,
3 bedroom villa for sale in Athi River Area
"
"
5 bedroom townhouse for sale in Spring Valley
,
Modern 5 Bedroon Town House Plus Dsq
","
Spring Valley, Westlands
","
5
","
KSh 70,000,000
","
Modern 5 Bedroon Town House Plus Dsq
,
 5 bedroom townhouse for sale in Spring Valley
"
"
4 bedroom house for sale in Karen
,
4 Bedroom House for Sale
","
Mwitu Rd, Karen, Langata
","
2023 m²
,
4
","
KSh 62,000,000
","
4 Bedroom House for Sale
,
4 bedroom house for sale in Karen
"
"
2 bedroom villa for sale in Watamu
,
2 BEDROOM HOUSE WITH 1 BEDROOM COTTAGE IN WATAM ...
","
Watamu, Kilifi North
","
2
","
KSh 22,000,000
","
2 BEDROOM HOUSE WITH 1 BEDROOM COTTAGE IN WATAM...
,
2 bedroom villa for sale in Watamu
"
"
4 bedroom house for sale in Karen
,
Beautiful 4Bedroom home Off Bomas near Galleria ...
","
Karen, Langata
","
4
","
KSh 69,000,000
","
Beautiful 4Bedroom home Off Bomas near Galleria...
,
4 bedroom house for sale in Karen
"
"
4 bedroom villa for sale in Karen
,
4 Bedroom Villa for sale In Karen, Kerarapon Dr ...
","
Kerarapon Drive, Karen, Langata
","
4
","
KSh 37,000,000
","
4 Bedroom Villa for sale In Karen, Kerarapon Dr...
,
4 bedroom villa for sale in Karen
"
"
3 bedroom townhouse for sale in Kiambu Road
,
3 Bedroom Townhouse For Sale in Kiambu
","
Kiambu Road, Kiambu Road
","
3
","
KSh 21,500,000
","
3 Bedroom Townhouse For Sale in Kiambu
,
3 bedroom townhouse for sale in Kiambu Road
 "
"
4 bedroom townhouse for sale in Parklands
,
Perfect Renovation Project
","
Parklands, Westlands
","
4
","
KSh 25,000,000
","
Perfect Renovation Project
,
4 bedroom townhouse for sale in Parklands
"
"
4 bedroom house for sale in Karen
,
KING VALLEY
","
Karen, Langata
","
4856 m²
,
4
","
KSh 70,000,000
","
KING VALLEY
,
4 bedroom house for sale in Karen
"
"
5 bedroom townhouse for sale in Lavington
,
Italian Style Villa, Lavington for Sale
","
Lavington, Dagoretti North
","
5
","
KSh 100,000,000
","
Italian Style Villa, Lavington for Sale
,
5 bedroom townhouse for sale in Lavington
"
"
5 bedroom house for sale in Kitisuru
,
Exceptional 5 Bedroom House on 0.5 Acre For Sal ...
","
Kitisuru, Westlands
","
2044 m²
,
5
","
KSh 165,000,000
","
Exceptional 5 Bedroom House on 0.5 Acre For Sal...
,
5 bedroom house for sale in Kitisuru
"
"
4 bedroom house for sale in Lavington
,
A 4 Bedroom Corner House + Dsq in Lavington for ...
","
Lavington, Dagoretti North
","
4
","
KSh 48,000,000
","
A 4 Bedroom Corner House + Dsq in Lavington for...
,
4 bedroom house for sale in Lavington
"
"
3 bedroom house for sale in Donholm
,
3 BEDROOMS MASSIONATE 11M GREENFIELD DONHOLM
","
Greenfields, Donholm, Embakasi
","
3
","
KSh 11,000,000
","
3 BEDROOMS MASSIONATE 11M GREENFIELD DONHOLM
,
3 bedroom house for sale in Donholm
"
"
4 bedroom townhouse for sale in Athi River Area
,
4 Bed Townhouse for Sale in Crystal Rivers Safa ...
","
Athi River Area, Athi River
","
1722 m²
,
4
","
KSh 15,000,000
","
4 Bed Townhouse for Sale in Crystal Rivers Safa...
,
4 bedroom townhouse for sale in Athi River Area
"
"
3 bedroom house for sale in Kikuyu Town
,
3 Bedroom Bungalows In Kikuyu
","
Kikuyu Town, Kikuyu
","
140 m²
,
3
","
KSh 7,000,000
","
3 Bedroom Bungalows In Kikuyu
,
3 bedroom house for sale in Kikuyu Town
"
"
5 bedroom house for sale in Garden Estate
,
Beautiful 5 Bedrooms house for sale in Garden E ...
","
Garden Estate Road, Garden Estate, Roysambu
","
567 ft²
,
5
","
KSh 70,000,000
","
Beautiful 5 Bedrooms house for sale in Garden E...
,
5 bedroom house for sale in Garden Estate
"
"
Furnished 5 bedroom house for sale in Runda
,
5 Bedroom House For Sale In Runda
","
034, runda mimosa drive, Runda, Westlands
","
5
","
KSh 150,000,000
","
5 Bedroom House For Sale In Runda
,
Furnished 5 bedroom house for sale in Runda
"
"
4 bedroom townhouse for sale in Lavington
,
Charming 4/5 Bedroom Town House Plus Dsq For S ...
","
Lavington, Dagoretti North
","
4
","
KSh 75,000,000
","
Charming 4/5 Bedroom Town House Plus Dsq For S...
,
4 bedroom townhouse for sale in Lavington
"
"
6 bedroom house for sale in Ruiru
,
Selling this luxurious 6 bedrooms house located ...
","
Membley Estate, Ruiru, Ruiru
","
6
","
KSh 38,000,000
","
Selling this luxurious 6 bedrooms house located...
,
6 bedroom house for sale in Ruiru
"
"
3 bedroom house for sale in Mombasa Road
,
BUSTANI VILLAS
","
Mombasa Road, Mombasa Road
","
3
","
KSh 12,500,000
","
BUSTANI VILLAS
,
3 bedroom house for sale in Mombasa Road
"
"
3 bedroom house for sale in Kiambu Road
,
Legacy Bungalows
","
Kiambu -Ruiru Road, Kiambu Road, Kiambu Road
","
3
","
KSh 7,700,000
","
Legacy Bungalows
,
3 bedroom house for sale in Kiambu Road
"
"
5 bedroom townhouse for sale in Kitisuru
,
5 & 6 Bedroom Houses For Sale In Kitisuru – Mag ...
","
Kitisuru, Kitisuru, Westlands
","
5
","
KSh 130,000,000
","
5 & 6 Bedroom Houses For Sale In Kitisuru – Mag...
,
5 bedroom townhouse for sale in Kitisuru
"
"
4 bedroom house for sale in Runda
,
4 Bedroom Mansion All Ensuite plus DSQ at Runda ...
","
Runda, Westlands
","
4
","
KSh 70,000,000
","
4 Bedroom Mansion All Ensuite plus DSQ at Runda...
,
4 bedroom house for sale in Runda
"
"
5 bedroom townhouse for sale in Karen
,
5 Bedroom Newly Built Modern House In Karen Wit ...
","
Miotoni , Miotoni, Karen, Langata
","
46 m²
,
5
","
KSh 120,000,000
","
5 Bedroom Newly Built Modern House In Karen Wit...
,
5 bedroom townhouse for sale in Karen
"
"
4 bedroom house for sale in Kitengela
,
4 bedroom houses (massionettes) in Kitengela - ...
","
Kenpipe Gardens, Kitengela, Kajiado North
","
150 m²
,
4
","
KSh 10,750,000
","
4 bedroom houses (massionettes) in Kitengela -...
,
4 bedroom house for sale in Kitengela
"
"
4 bedroom townhouse for sale in Langata Area
,
Modern Townhouses for Sale in Lang&#39;ata
","
Langata Area, Langata
","
2650 ft²
,
4
","
KSh 35,000,000
","
Modern Townhouses for Sale in Lang&#39;ata
 ,
4 bedroom townhouse for sale in Langata Area
"
"
4 bedroom townhouse for sale in Spring Valley
,
STATE OF THE ART 4 BEDROOM TOWN HOUSES FOR SALE ...
","
Lower Kabete Road, Lower Kabete Road, Spring Valley, Westlands
","
4
","
KSh 9,000,000
","
STATE OF THE ART 4 BEDROOM TOWN HOUSES FOR SALE...
,
4 bedroom townhouse for sale in Spring Valley
"
"
4 bedroom house for sale in Karen
,
Four bedrooms plus DSQ for sale
","
Karen road, Karen, Langata
","
4
","
KSh 120,000,000
","
Four bedrooms plus DSQ for sale
,
4 bedroom house for sale in Karen
"
"
3 bedroom house for sale in Ruiru
,
3 bedroom all ensuite bungalows for sale
","
Ruiru, Ruiru
","
145 m²
,
3
","
KSh 5,990,000
","
3 bedroom all ensuite bungalows for sale
,
3 bedroom house for sale in Ruiru
"
"
5 bedroom townhouse for sale in Lavington
,
*NEW 5 BEDROOM TOWNHOUSE +DSQ FOR SALE IN LAVIN ...
","
Lavington, Dagoretti North
","
470 m²
,
5
","
KSh 60,000,000
","
*NEW 5 BEDROOM TOWNHOUSE +DSQ FOR SALE IN LAVIN...
,
5 bedroom townhouse for sale in Lavington
"
"
4 bedroom villa for sale in Nyali Area
,
4 bedroom beach villa house with 2br guest wing ...
","
Nyali Area, Nyali
","
4
","
KSh 480,000,000
","
4 bedroom beach villa house with 2br guest wing...
,
4 bedroom villa for sale in Nyali Area
"
"
4 bedroom house for sale in Karen
,
4 bedroom House for sale in Karen
","
Bogani Park, Karen, Langata
","
42 m²
,
4
","
KSh 88,000,000
","
4 bedroom House for sale in Karen
,
4 bedroom house for sale in Karen
"
"
5 bedroom townhouse for sale in Karen
,
KAREN 5 BEDROOM VILLA +DSQ ON 0.5AC, price drop ...
","
Karen, Langata
","
500 m²
,
5
","
KSh 75,000,000
","
KAREN 5 BEDROOM VILLA +DSQ ON 0.5AC, price drop...
,
5 bedroom townhouse for sale in Karen
"
"
6 bedroom townhouse for sale in Karen
,
6 Bedroom Massionette for sale along Ngong road ...
","
Kerarapon, Karen, Langata
","
6
","
KSh 33,000,000
","
6 Bedroom Massionette for sale along Ngong road...
,
6 bedroom townhouse for sale in Karen
"
"
4 bedroom house for sale in Gikambura
,
Executive 4 bedroom for sale
","
Gikambura, Kikuyu
","
4
","
KSh 12,000,000
","
Executive 4 bedroom for sale
,
4 bedroom house for sale in Gikambura
"
"
3 bedroom house for sale in Buruburu
,
House for Sale
","
Buruburu Ph v, Buruburu, Embakasi
","
3
","
KSh 11,500,000
","
House for Sale
,
3 bedroom house for sale in Buruburu
"
"
4 bedroom villa for sale in Windsor
,
4 Bedroom Villas for Sale On Mushroom Road – Wi ...
","
Windsor, Kiambu Constituency
","
4
","
KSh 65,000,000
","
4 Bedroom Villas for Sale On Mushroom Road – Wi...
,
4 bedroom villa for sale in Windsor
"
"
4 bedroom townhouse for sale in Nyali Area
,
4 bedrooms modern two(2) storey maisonette (ful ...
","
Nyali Area, Nyali
","
4
","
KSh 150,000,000
","
4 bedrooms modern two(2) storey maisonette (ful...
,
4 bedroom townhouse for sale in Nyali Area
"
"
4 bedroom house for sale in Kilimani
,
SPACIOUS BUNGALOW FOR SALE IN KILIMANI
","
Kilimani, Dagoretti North
","
4
","
KSh 170,000,000
","
SPACIOUS BUNGALOW FOR SALE IN KILIMANI
,
4 bedroom house for sale in Kilimani
"
"
5 bedroom townhouse for sale in Karen
,
SIGNATURE DEVELOPMENT IN THE AFFLUENT NEIGHBOUR ...
","
Karen, Langata
","
2024 m²
,
5
","
KSh 142,000,000
","
SIGNATURE DEVELOPMENT IN THE AFFLUENT NEIGHBOUR...
,
5 bedroom townhouse for sale in Karen
"
"
3 bedroom house for sale in Ruai
,
Avanna 2 GARDENS ESTATE
","
Ruai, Kasarani
","
3
","
KSh 5,200,000
","
Avanna 2 GARDENS ESTATE
,
3 bedroom house for sale in Ruai
"
"
4 bedroom house for sale in Kiambu Road
,
4 Br Maisonette For Sale in A gated Estate Alo ...
","
Kiambu Road, Kiambu Road
","
4
","
KSh 21,945,000
","
4 Br Maisonette For Sale in A gated Estate Alo...
,
4 bedroom house for sale in Kiambu Road
"
"
4 bedroom townhouse for sale in Nyali Area
,
SOPHISTICATED STYLED TOWNHOUSES FOR SALE IN NYA ...
","
Nyali Area, Nyali
","
4
","
KSh 39,000,000
","
SOPHISTICATED STYLED TOWNHOUSES FOR SALE IN NYA...
,
4 bedroom townhouse for sale in Nyali Area
"
"
4 bedroom townhouse for sale in Brookside
,
BEAUTIFUL HOME AT GREVILLEA IN A GATED COMMUNIT ...
","
Brookside, Westlands
","
4
","
KSh 68,000,000
","
BEAUTIFUL HOME AT GREVILLEA IN A GATED COMMUNIT...
,
4 bedroom townhouse for sale in Brookside
"
"
4 bedroom house for sale in Loresho
,
4 BEDROOMS MASSIONATES AT LORESHO
","
Westlands, Loresho, Westlands
","
4
","
KSh 105,000,000
","
4 BEDROOMS MASSIONATES AT LORESHO
,
4 bedroom house for sale in Loresho
"
"
3 bedroom house for sale in Joska
,
Modern 3 Bedroom Flat roof Bungalow with a Deta ...
","
Kangundo Road, Joska, Kangundo
","
143 m²
,
3
","
KSh 5,900,000
","
Modern 3 Bedroom Flat roof Bungalow with a Deta...
,
3 bedroom house for sale in Joska
"
"
5 bedroom townhouse for sale in Lavington
,
Charming 5 Bedroom Plus SQ Townhouse For Sale O ...
","
Off Gitanga Road, Lavington, Dagoretti North
","
5
","
KSh 48,000,000
","
Charming 5 Bedroom Plus SQ Townhouse For Sale O...
,
5 bedroom townhouse for sale in Lavington
"
"
 3 bedroom townhouse for sale in Donholm
,
Three Bedroom TownHouse in Donholm
","
Donholm, Embakasi
","
3
","
KSh 11,500,000
","
Three Bedroom TownHouse in Donholm
 ,
3 bedroom townhouse for sale in Donholm
"
"
4 bedroom townhouse for sale in Ruiru
,
4 Bedroom Triplex Townhouse For Sale In Ruiru A ...
 ","
Varsityville, Ruiru, Ruiru
","
272 m²
,
4
","
KSh 19,000,000
","
4 Bedroom Triplex Townhouse For Sale In Ruiru A...
,
4 bedroom townhouse for sale in Ruiru
"
"
5 bedroom house for sale in Kitengela
,
5 Bedroom Townhouse For Sale
","
Kitengela, Kajiado North
","
259 m²
,
5
","
KSh 16,000,000
","
5 Bedroom Townhouse For Sale
,
5 bedroom house for sale in Kitengela
"
"
3 bedroom house for sale in Juja
,
OSTRICH GARDEN ESTATE
","
Exit 15, Juja, Juja, Kiambu Constituency
","
3
","
KSh 4,950,000
","
OSTRICH GARDEN ESTATE
,
3 bedroom house for sale in Juja
"
"
6 bedroom townhouse for sale in Kitisuru
,
6 Bedroom Standalone Vila for Sale in Kitusuru
","
Kinanda Rd, Kitisuru, Westlands
","
6
","
KSh 125,000,000
","
6 Bedroom Standalone Vila for Sale in Kitusuru
,
6 bedroom townhouse for sale in Kitisuru
"
"
4 bedroom house for sale in Fedha
,
4 Bedroom Bungalow and Semi- detached DSQ for s ...
","
Flamingo Avenue, Outering road, Fedha, Embakasi
","
4
","
KSh 17,000,000
","
4 Bedroom Bungalow and Semi- detached DSQ for s...
,
4 bedroom house for sale in Fedha
"
"
6 bedroom house for sale in North Muthaiga
,
6 bedrooms Maisonette for sale in Muthaiga Nort ...
","
Muthaiga North, North Muthaiga, Muthaiga
","
6
","
KSh 70,000,000
","
6 bedrooms Maisonette for sale in Muthaiga Nort...
,
6 bedroom house for sale in North Muthaiga
"
"
4 bedroom townhouse for sale in Syokimau
,
4 Bedroom Town House For Sale in syokimau
","
kiungani road, Syokimau, Athi River
","
4
","
KSh 15,500,000
","
4 Bedroom Town House For Sale in syokimau
,
4 bedroom townhouse for sale in Syokimau
"
"
4 bedroom townhouse for sale in Kiambu Road
,
4br Townhouse, Kiambu road.
","
Five Star Paradise, Kiambu Road, Kiambu Road
","
400 m²
,
4
","
KSh 40,750,000
","
4br Townhouse, Kiambu road.
,
4 bedroom townhouse for sale in Kiambu Road
"
"
5 bedroom house for sale in Runda
,
A Palatial 5 Bedrooms family home for sale in t ...
","
4, Off Mimosa Road, Runda, Westlands
","
2023 m²
,
5
","
KSh 130,000,000
","
A Palatial 5 Bedrooms family home for sale in t...
,
5 bedroom house for sale in Runda
"
"
5 bedroom townhouse for sale in Lavington
,
NEW & LAVISH 5 BEDROOM TOWNHOUSE ALL ENSUITE IN ...
","
Lavington, Dagoretti North
","
5
","
KSh 80,000,000
","
NEW & LAVISH 5 BEDROOM TOWNHOUSE ALL ENSUITE IN...
,
5 bedroom townhouse for sale in Lavington
"
"
4 bedroom townhouse for sale in South C
,
FIVE STAR ESTATE PHASE III - PREMIUM
","
South C, Langata
","
4
","
KSh 26,500,000
","
FIVE STAR ESTATE PHASE III - PREMIUM
,
4 bedroom townhouse for sale in South C
"
"
3 bedroom house for sale in Kitengela
,
3Br Bungalows for Sale at Yukos, Kitengela
","
Kitengela, Kajiado North
","
3
","
KSh 6,000,000
","
3Br Bungalows for Sale at Yukos, Kitengela
,
3 bedroom house for sale in Kitengela
"
"
4 bedroom townhouse for sale in Ongata Rongai
,
Large 4 bedroom house for sale
","
Ongata Rongai, Kajiado North
","
4
","
KSh 20,000,000
","
Large 4 bedroom house for sale
,
4 bedroom townhouse for sale in Ongata Rongai
"
"
4 bedroom house for sale in Karen
,
4 Bedroom Cosy Home at Karen on 1.1 Acre Land
","
Karen, Langata
","
4
","
KSh 83,000,000
","
4 Bedroom Cosy Home at Karen on 1.1 Acre Land
,
4 bedroom house for sale in Karen
"
"
5 bedroom villa for sale in Karen
,
NEW KAREN 5 BEDROOM ALL ENSUITE VILLA + 2 DSQ O ...
","
Karen, Langata
","
650 m²
,
5
","
KSh 95,000,000
","
NEW KAREN 5 BEDROOM ALL ENSUITE VILLA + 2 DSQ O...
,
5 bedroom villa for sale in Karen
"
"
5 bedroom house for sale in Old Muthaiga
,
Old Muthaiga House for Sale
","
Old Muthaiga, Muthaiga
","
5
","
KSh 550,000,000
","
Old Muthaiga House for Sale
,
5 bedroom house for sale in Old Muthaiga
"
"
5 bedroom townhouse for sale in Kitisuru
,
5 Bedroom House, All En-Suite - Kitisuru
","
Kitisuru, Kitisuru, Westlands
","
2023 m²
,
5
","
KSh 155,000,000
","
5 Bedroom House, All En-Suite - Kitisuru
,
5 bedroom townhouse for sale in Kitisuru
"
"
3 bedroom townhouse for sale in Mtwapa
,
GREENWOOD GARDENS ESTATE, MTWAPA
","
Mtwapa, Kilifi South
","
3
","
KSh 5,900,000
","
GREENWOOD GARDENS ESTATE, MTWAPA
,
3 bedroom townhouse for sale in Mtwapa
"
"
5 bedroom house for sale in Nyali Area
,
Grand Sea View Beach House For Sale
","
Bamburi, Nyali Area, Nyali
","
5
","
KSh 300,000,000
","
Grand Sea View Beach House For Sale
,
5 bedroom house for sale in Nyali Area
"
"
5 bedroom house for sale in South B
,
4 Bedroom House with SQ For Sale in South-B, Na ...
","
South B, Langata
","
320 m²
,
5
","
KSh 15,500,000
","
4 Bedroom House with SQ For Sale in South-B, Na...
,
5 bedroom house for sale in South B
"
"
6 bedroom house for sale in Lower Kabete
,
6 bedrooms all ensuite house.
","
Lower Kabete, Westlands
","
6
","
KSh 165,000,000
","
6 bedrooms all ensuite house.
,
6 bedroom house for sale in Lower Kabete
"
"
4 bedroom house for sale in Ruiru
,
Four Bedroom With Dsq For Sale In Ruiru
","
Ruiru, Ruiru
","
4
","
KSh 13,000,000
","
Four Bedroom With Dsq For Sale In Ruiru
,
4 bedroom house for sale in Ruiru
"
"
2 bedroom house for sale in Kilimani
,
HOT SALE!!!2BEDROOM WITH DSQ EXECUTIVE DUPLEX ...
","
Kilimani, Dagoretti North
","
2
","
KSh 26,000,000
","
HOT SALE!!!2BEDROOM WITH DSQ EXECUTIVE DUPLEX...
,
2 bedroom house for sale in Kilimani
"
"
4 bedroom house for sale in Ruiru
,
4br Maisonettes off the Eastern Bypass, Ruiru
","
Ruiru, Ruiru
","
4
","
KSh 13,000,000
","
4br Maisonettes off the Eastern Bypass, Ruiru
,
4 bedroom house for sale in Ruiru
"
"
3 bedroom villa for sale in Kitengela
,
3 Bedroom Villas for sale at Kitengela
","
Namanga Road, Namanga Road, Kitengela, Kajiado North
","
3
","
KSh 10,000,000
","
3 Bedroom Villas for sale at Kitengela
,
3 bedroom villa for sale in Kitengela
"
"
4 bedroom townhouse for sale in Nyali Area
,
MODERN STYLED 4 BEDROOM VILLAS FOR SALE IN NYAL ...
","
Nyali Area, Nyali
","
4
","
KSh 39,000,000
","
MODERN STYLED 4 BEDROOM VILLAS FOR SALE IN NYAL...
,
4 bedroom townhouse for sale in Nyali Area
"
"
4 bedroom villa for sale in Kiserian
,
Thorn Tree House- Kiserian
","
Kiserian, Kajiado North
","
4
","
KSh 60,000,000
","
Thorn Tree House- Kiserian
,
4 bedroom villa for sale in Kiserian
"
"
3 bedroom house for sale in Ngong
,
Three Bedroom Houses for Sale in Oloolua road, ...
","
Ngong, Kajiado North
","
3
","
KSh 12,500,000
","
Three Bedroom Houses for Sale in Oloolua road,...
,
3 bedroom house for sale in Ngong
"
"
5 bedroom house for sale in Runda
,
5 bedroom house for sale in Runda
","
Runda, Westlands
","
5
","
KSh 90,000,000
","
5 bedroom house for sale in Runda
,
5 bedroom house for sale in Runda
"
"
4 bedroom townhouse for sale in Lavington
,
Lavington – Muthangari : 4 Bedroom Town House – ...
","
Muthangari, Lavington, Dagoretti North
","
4
","
KSh 55,000,000
","
Lavington – Muthangari : 4 Bedroom Town House –...
,
4 bedroom townhouse for sale in Lavington
"
"
5 bedroom house for sale in Watamu
,
5 Bedroom Beach Maisonette in Watamu sitting on ...
","
Watamu, Kilifi North
","
5
","
KSh 105,000,000
","
5 Bedroom Beach Maisonette in Watamu sitting on...
,
5 bedroom house for sale in Watamu
"
"
3 bedroom house for sale in the rest of Kisauni
,
3 Bedroom maisonette For sale
","
the rest of Kisauni, the rest of Kisauni
","
 3
","
KSh 7,000,000
","
3 Bedroom maisonette For sale
,
3 bedroom house for sale in the rest of Kisauni
"
"
5 bedroom townhouse for sale in Lavington
,
Lavington, Muthangari Gardens, Villa
","
Lavington, Dagoretti North
","
5
","
KSh 85,000,000
","
Lavington, Muthangari Gardens, Villa
,
5 bedroom townhouse for sale in Lavington
"
"
4 bedroom townhouse for sale in Karen
,
4 bedroom townhouse for sale in Karen
","
44031, Karen, Langata
","
4
","
KSh 25,000,000
","
4 bedroom townhouse for sale in Karen
,
4 bedroom townhouse for sale in Karen
"
"
3 bedroom townhouse for sale in Athi River Area
,
Sidai Village, Athi River
","
Sidai Village, Mombasa road, Athi River Area, Athi River
","
175 m²
,
3
","
KSh 9,250,000
","
Sidai Village, Athi River
,
3 bedroom townhouse for sale in Athi River Area
"
